"Index","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2006-07-25",4.51999998092651,4.6399998664856,4.51599979400635,4.60799980163574,6900000,4.23584413528442
"2006-07-26",4.61399984359741,4.78499984741211,4.57999992370605,4.66800022125244,10338000,4.29099798202515
"2006-07-27",4.69000005722046,4.71700000762939,4.65199995040894,4.65199995040894,6009000,4.276291847229
"2006-07-28",4.65100002288818,4.67999982833862,4.62599992752075,4.63000011444092,4339000,4.25606822967529
"2006-07-31",4.63000011444092,4.64099979400635,4.58599996566772,4.58699989318848,4616000,4.21654224395752
"2006-08-01",4.59200000762939,4.59200000762939,4.46999979019165,4.5,7390000,4.13656759262085
"2006-08-02",4.79899978637695,5.00500011444092,4.73099994659424,5.0019998550415,53372000,4.5980224609375
"2006-08-03",4.91300010681152,5.02400016784668,4.86499977111816,4.99900007247925,21689000,4.59526586532593
"2006-08-04",5.03000020980835,5.15000009536743,4.99900007247925,5.00500011444092,14216000,4.60078191757202
"2006-08-07",5.05000019073486,5.13000011444092,5.02500009536743,5.1100001335144,6918000,4.69730377197266
"2006-08-08",5.1100001335144,5.26700019836426,5.10500001907349,5.25699996948242,14073000,4.83242893218994
"2006-08-09",5.30000019073486,5.44999980926514,5.19999980926514,5.28499984741211,15043000,4.85816955566406
"2006-08-10",5.21999979019165,5.39099979400635,5.21000003814697,5.35599994659424,8725000,4.92343378067017
"2006-08-11",5.34999990463257,5.44500017166138,5.32499980926514,5.36800003051758,9078000,4.93446350097656
"2006-08-14",5.375,5.4539999961853,5.35200023651123,5.4229998588562,6314000,4.985023021698
"2006-08-15",5.46999979019165,5.49300003051758,5.42600011825562,5.44899988174438,8553000,5.00892305374146
"2006-08-16",5.46500015258789,5.54300022125244,5.41599988937378,5.42700004577637,15344000,4.98870277404785
"2006-08-17",5.42000007629395,5.42399978637695,5.31899976730347,5.34600019454956,10216000,4.91424226760864
"2006-08-18",5.30999994277954,5.36499977111816,5.24599981307983,5.34499979019165,9343000,4.91332387924194
"2006-08-21",5.32999992370605,5.55499982833862,5.28000020980835,5.42600011825562,12487000,4.98778200149536
"2006-08-22",5.42000007629395,5.55000019073486,5.42000007629395,5.52299976348877,9761000,5.07694530487061
"2006-08-23",5.5479998588562,5.57499980926514,5.4539999961853,5.46000003814697,10439000,5.01903629302979
"2006-08-24",5.48999977111816,5.58500003814697,5.48199987411499,5.56500005722046,5420000,5.11555528640747
"2006-08-25",5.57499980926514,5.58500003814697,5.49300003051758,5.5,8016000,5.05580472946167
"2006-08-28",5.4850001335144,5.54500007629395,5.47700023651123,5.5019998550415,3748000,5.05764245986938
"2006-08-29",5.52500009536743,5.56500005722046,5.51599979400635,5.53499984741211,3211000,5.08797693252563
"2006-08-30",5.5479998588562,5.57800006866455,5.51700019836426,5.52500009536743,5801000,5.07878541946411
"2006-08-31",5.52500009536743,5.61700010299683,5.52500009536743,5.59000015258789,7023000,5.13853740692139
"2006-09-01",5.59700012207031,5.75,5.59700012207031,5.65500020980835,20559000,5.19828605651855
"2006-09-05",5.69000005722046,5.72399997711182,5.625,5.68499994277954,4618000,5.22586345672607
"2006-09-06",5.69000005722046,5.88800001144409,5.65700006484985,5.88800001144409,15694000,5.41246795654297
"2006-09-07",5.85099983215332,6.08699989318848,5.84999990463257,6.01200008392334,26549000,5.52645397186279
"2006-09-08",6.09999990463257,6.125,5.92899990081787,5.97499990463257,15176000,5.49244356155396
"2006-09-11",5.97499990463257,6.19899988174438,5.96000003814697,6.18699979782104,17064000,5.68732118606567
"2006-09-12",6.09899997711182,6.21500015258789,6.09899997711182,6.21000003814697,16992000,5.70846176147461
"2006-09-13",6.19999980926514,6.23000001907349,6.09000015258789,6.13500022888184,12355000,5.63951873779297
"2006-09-14",6.08500003814697,6.32499980926514,6.07000017166138,6.27899980545044,13010000,5.77189016342163
"2006-09-15",6.27899980545044,6.51999998092651,6.27899980545044,6.49700021743774,19314000,5.97228288650513
"2006-09-18",6.57399988174438,6.75500011444092,6.42999982833862,6.51200008392334,23656000,5.98607301712036
"2006-09-19",6.5,6.61499977111816,6.42999982833862,6.48400020599365,17263000,5.96033382415771
"2006-09-20",6.51000022888184,6.67000007629395,6.44999980926514,6.65500020980835,13476000,6.11752128601074
"2006-09-21",6.75299978256226,6.96000003814697,6.70100021362305,6.90500020980835,29063000,6.34733247756958
"2006-09-22",6.90000009536743,6.94999980926514,6.50799989700317,6.59299993515015,29874000,6.06053113937378
"2006-09-25",6.52500009536743,6.57000017166138,6.21999979019165,6.44000005722046,35677000,5.91988801956177
"2006-09-26",6.34000015258789,6.73299980163574,6.27600002288818,6.59999990463257,39969000,6.06696462631226
"2006-09-27",6.69999980926514,6.78999996185303,6.54500007629395,6.78399991989136,19633000,6.23610544204712
"2006-09-28",6.7649998664856,6.89099979400635,6.7649998664856,6.86499977111816,13395000,6.31056547164917
"2006-09-29",6.84700012207031,7.04500007629395,6.75600004196167,7.03499984741211,20056000,6.46683216094971
"2006-10-02",7.03499984741211,7.03499984741211,6.96600008010864,6.99599981307983,17393000,6.43098449707031
"2006-10-03",6.84000015258789,7.09000015258789,6.84000015258789,6.96799993515015,16733000,6.40524387359619
"2006-10-04",7,7.04099988937378,6.875,6.96199989318848,13679000,6.39972972869873
"2006-10-05",6.97800016403198,7.28999996185303,6.90100002288818,7.25899982452393,25756000,6.68137788772583
"2006-10-06",7.23999977111816,7.58500003814697,7.20100021362305,7.5149998664856,35410000,6.91700887680054
"2006-10-09",7.19000005722046,7.32299995422363,7.09499979019165,7.28000020980835,37084000,6.70070934295654
"2006-10-10",7.11499977111816,7.32499980926514,7.05000019073486,7.19099998474121,26764000,6.61879014968872
"2006-10-11",7.09499979019165,7.09999990463257,6.82800006866455,6.94999980926514,35483000,6.3969669342041
"2006-10-12",6.90999984741211,7.08199977874756,6.87200021743774,7.04099988937378,15117000,6.48072576522827
"2006-10-13",7.09999990463257,7.17000007629395,6.98199987411499,7.00899982452393,11321000,6.45127296447754
"2006-10-16",7,7.1710000038147,6.9850001335144,7.13000011444092,8802000,6.56264591217041
"2006-10-17",7.1100001335144,7.11999988555908,6.92700004577637,6.94999980926514,9865000,6.3969669342041
"2006-10-18",6.96099996566772,7.11800003051758,6.9539999961853,7.04500007629395,8562000,6.4844069480896
"2006-10-19",7.04500007629395,7.28999996185303,6.97499990463257,7.23299980163574,13414000,6.65744972229004
"2006-10-20",7.28000020980835,7.28499984741211,7.09999990463257,7.12200021743774,5264000,6.55528211593628
"2006-10-23",7.13500022888184,7.16200017929077,6.98000001907349,7.02500009536743,7389000,6.46599960327148
"2006-10-24",7.0149998664856,7.15000009536743,6.99200010299683,7.11999988555908,8512000,6.55344104766846
"2006-10-25",7.125,7.125,7.05000019073486,7.07499980926514,11349000,6.51202201843262
"2006-10-26",7.08500003814697,7.40000009536743,6.98899984359741,7.21999979019165,21152000,6.64548349380493
"2006-10-27",7.09999990463257,7.30000019073486,6.90000009536743,7.26399993896484,26741000,6.68598127365112
"2006-10-30",7.26200008392334,7.3600001335144,7.17500019073486,7.25400018692017,17471000,6.67677736282349
"2006-10-31",7.26999998092651,7.625,7.19399976730347,7.40999984741211,35930000,6.82036352157593
"2006-11-01",8.17500019073486,8.75,8.17500019073486,8.50699996948242,141283000,7.83007526397705
"2006-11-02",8.38199996948242,8.80799961090088,8.25,8.76000022888184,62536000,8.06294345855713
"2006-11-03",8.76599979400635,8.97500038146973,8.67700004577637,8.95100021362305,42476000,8.23873805999756
"2006-11-06",9,9.71399974822998,8.99899959564209,9.63000011444092,97749000,8.86371040344238
"2006-11-07",9.57400035858154,9.61699962615967,9.23999977111816,9.25,71623000,8.51395511627197
"2006-11-08",9.19999980926514,9.19999980926514,8.80500030517578,8.8439998626709,64172000,8.14025783538818
"2006-11-09",9.13000011444092,9.23499965667725,8.81999969482422,8.81999969482422,62982000,8.11816787719727
"2006-11-10",8.86400032043457,9.05000019073486,8.77600002288818,8.92000007629395,27782000,8.21021175384521
"2006-11-13",9.37100028991699,9.79899978637695,9.32900047302246,9.65499973297119,114166000,8.8867244720459
"2006-11-14",9.68000030517578,9.72399997711182,9.43900012969971,9.52000045776367,38524000,8.76246547698975
"2006-11-15",9.52099990844727,9.96500015258789,9.5,9.52999973297119,56606000,8.7716703414917
"2006-11-16",9.625,9.72000026702881,9.39000034332275,9.45199966430664,35647000,8.69987392425537
"2006-11-17",9.33500003814697,9.53800010681152,9.20600032806396,9.47900009155273,28516000,8.72473049163818
"2006-11-20",9.39799976348877,9.62100028991699,9.37199974060059,9.61900043487549,22904000,8.85358905792236
"2006-11-21",9.69900035858154,10.0830001831055,9.64999961853027,10.0600004196167,59494000,9.25949668884277
"2006-11-22",10.1750001907349,10.3929996490479,10.0819997787476,10.326000213623,42648000,9.5043306350708
"2006-11-24",10.1899995803833,10.585000038147,10.0500001907349,10.5480003356934,21600000,9.70866584777832
"2006-11-27",10.6000003814697,10.8599996566772,9.89900016784668,9.89900016784668,73643000,9.11130905151367
"2006-11-28",9.75,10.1000003814697,9.55000019073486,10.0749998092651,61511000,9.2733039855957
"2006-11-29",10.2379999160767,10.2679996490479,9.6850004196167,9.92000007629395,48996000,9.13063621520996
"2006-11-30",9.92700004577637,10.2019996643066,9.65200042724609,10.1750001907349,41254000,9.36534404754639
"2006-12-01",10.2220001220703,10.2449998855591,9.90900039672852,10.1169996261597,35210000,9.3119592666626
"2006-12-04",10.1000003814697,10.1490001678467,9.92500019073486,10.0080003738403,20276000,9.21163463592529
"2006-12-05",10,10.2250003814697,9.89999961853027,9.92500019073486,21264000,9.13523864746094
"2006-12-06",10.1190004348755,10.1999998092651,9.85000038146973,9.91300010681152,30071000,9.12419414520264
"2006-12-07",9.93000030517578,10.0930004119873,9.86200046539307,9.9680004119873,21763000,9.17481327056885
"2006-12-08",9.9680004119873,10.0799999237061,9.89299964904785,10.0100002288818,15976000,9.21347713470459
"2006-12-11",10.0100002288818,10.2239999771118,9.89400005340576,9.90999984741211,30088000,9.12143230438232
"2006-12-12",9.87100028991699,9.90999984741211,9.42700004577637,9.57499980926514,46602000,8.81308841705322
"2006-12-13",9.69799995422363,9.76500034332275,9.50300025939941,9.57699966430664,18912000,8.81492805480957
"2006-12-14",9.57699966430664,9.64799976348877,9.47999954223633,9.5600004196167,24111000,8.79927921295166
"2006-12-15",9.63199996948242,9.63300037384033,9.53499984741211,9.61900043487549,14585000,8.85358905792236
"2006-12-18",9.60000038146973,9.60000038146973,9.25500011444092,9.28999996185303,26059000,8.55076599121094
"2006-12-19",9.24499988555908,9.7519998550415,9.05000019073486,9.73999977111816,31954000,8.96495914459229
"2006-12-20",9.73999977111816,9.94499969482422,9.625,9.75100040435791,28211000,8.97508430480957
"2006-12-21",9.58100032806396,9.63500022888184,9.38899993896484,9.57100009918213,31084000,8.80940914154053
"2006-12-22",9.56999969482422,9.69999980926514,9.51799964904785,9.63500022888184,13194000,8.86831474304199
"2006-12-26",9.64999961853027,9.67500019073486,9.4379997253418,9.51399993896484,10227000,8.75694179534912
"2006-12-27",9.48999977111816,9.94900035858154,9.44999980926514,9.9370002746582,19987000,9.14628314971924
"2006-12-28",9.97900009155273,9.97900009155273,9.75599956512451,9.89599990844727,22386000,9.10854434967041
"2006-12-29",9.88000011444092,9.96199989318848,9.82600021362305,9.84899997711182,10887000,9.06528568267822
"2007-01-03",9.95499992370605,9.9680004119873,9.5629997253418,9.64099979400635,26289000,8.87383460998535
"2007-01-04",9.6899995803833,10.1850004196167,9.52999973297119,10.1140003204346,27024000,9.30920124053955
"2007-01-05",10.0989999771118,10.2200002670288,9.89999961853027,10.1059999465942,29632000,9.30184078216553
"2007-01-08",9.90100002288818,10.2250003814697,9.89999961853027,10.1079998016357,16006000,9.30367565155029
"2007-01-09",10.1099996566772,10.5749998092651,10.0600004196167,10.5740003585815,36952000,9.73259830474854
"2007-01-10",10.5620002746582,10.6499996185303,10.3000001907349,10.4739999771118,35099000,9.64876842498779
"2007-01-11",10.5200004577637,10.8030004501343,10.3540000915527,10.5500001907349,37671000,9.71877861022949
"2007-01-12",10.5749998092651,10.7250003814697,10.4849996566772,10.5249996185303,18233000,9.69574642181396
"2007-01-16",10.5299997329712,10.7469997406006,10.4630002975464,10.6000003814697,18028000,9.76483535766602
"2007-01-17",10.6999998092651,11.0220003128052,10.5769996643066,10.9040002822876,45903000,10.0448894500732
"2007-01-18",10.9949998855591,10.9989995956421,10.1800003051758,10.2489995956421,42787000,9.44149017333984
"2007-01-19",10.25,10.5349998474121,10.1999998092651,10.5030002593994,30029000,9.67547988891602
"2007-01-22",10.5989999771118,10.8000001907349,10.4499998092651,10.7609996795654,21033000,9.91315078735352
"2007-01-23",10.871000289917,10.9139995574951,10.7019996643066,10.8409996032715,21414000,9.98685073852539
"2007-01-24",10.8900003433228,11.3079996109009,10.8699998855591,11.1420001983643,31643000,10.2641382217407
"2007-01-25",11.2250003814697,11.2279996871948,10.6969995498657,10.7869997024536,21785000,9.93710327148438
"2007-01-26",10.918999671936,10.9879999160767,10.6499996185303,10.8520002365112,17501000,9.99698638916016
"2007-01-29",10.8999996185303,11.1000003814697,10.8699998855591,10.9739999771118,12105000,10.1093692779541
"2007-01-30",10.96399974823,11.16100025177,10.923999786377,11.0749998092651,11493000,10.2024154663086
"2007-01-31",11.1049995422363,11.2170000076294,11.0749998092651,11.1549997329712,13665000,10.2761106491089
"2007-02-01",11.21399974823,11.2980003356934,11.16100025177,11.1920003890991,16003000,10.3101997375488
"2007-02-02",11.2489995956421,11.2700004577637,11.0600004196167,11.0959997177124,11290000,10.2217597961426
"2007-02-05",11.0500001907349,11.0950002670288,10.9890003204346,11.0249996185303,9910000,10.1563549041748
"2007-02-06",11.0740003585815,11.1540002822876,10.9899997711182,11.0550003051758,10621000,10.1839866638184
"2007-02-07",11.0500001907349,11.2629995346069,11.0329999923706,11.1899995803833,21132000,10.308352470398
"2007-02-08",11.1999998092651,11.5430002212524,11.1049995422363,11.4739999771118,37535000,10.5699777603149
"2007-02-09",11.8030004501343,11.8070001602173,9.96300029754639,10.3599996566772,282063000,9.54374599456787
"2007-02-12",10.1969995498657,10.2749996185303,9.86100006103516,10.2080001831055,82177000,9.40371990203857
"2007-02-13",10.3999996185303,10.503999710083,10.28600025177,10.4689998626709,73214000,9.64416122436523
"2007-02-14",10.4209995269775,10.8819999694824,10.4099998474121,10.8020000457764,49005000,9.95092010498047
"2007-02-15",10.8000001907349,10.8800001144409,10.7089996337891,10.8039999008179,34999000,9.9527645111084
"2007-02-16",10.8009996414185,10.9119997024536,10.6049995422363,10.8319997787476,20471000,9.97855949401855
"2007-02-20",10.8319997787476,10.8500003814697,10.6540002822876,10.7819995880127,19803000,9.93249607086182
"2007-02-21",10.7650003433228,10.9250001907349,10.5659999847412,10.7290000915527,20648000,9.8836727142334
"2007-02-22",10.789999961853,10.8999996185303,10.5109996795654,10.5900001525879,21767000,9.75562286376953
"2007-02-23",10.5900001525879,10.6569995880127,10.3719997406006,10.4569997787476,30432000,9.63310623168945
"2007-02-26",10.4820003509521,10.6000003814697,10.3500003814697,10.4060001373291,11669000,9.58611869812012
"2007-02-27",10.1750001907349,10.5900001525879,9.99899959564209,10.3000001907349,51236000,9.48847579956055
"2007-02-28",10.3000001907349,10.7299995422363,10.201000213623,10.7180004119873,35401000,9.87354183197021
"2007-03-01",10.5270004272461,10.789999961853,10.2309999465942,10.628999710083,38166000,9.7915563583374
"2007-03-02",10.539999961853,10.75,10.2810001373291,10.3059997558594,18023000,9.4940013885498
"2007-03-05",10.1149997711182,10.4200000762939,10.0900001525879,10.0939998626709,29906000,9.29870700836182
"2007-03-06",10.2779998779297,10.4709997177124,10.2440004348755,10.3990001678467,31967000,9.57967472076416
"2007-03-07",10.3990001678467,10.4099998474121,9.9399995803833,9.97200012207031,51432000,9.18631267547607
"2007-03-08",10.1199998855591,10.3400001525879,9.92800045013428,10.2760000228882,63268000,9.46636581420898
"2007-03-09",10.3699998855591,10.4250001907349,10.0749998092651,10.2360000610352,34646000,9.42952156066895
"2007-03-12",10.201000213623,10.3500003814697,10.1389999389648,10.3249998092651,20854000,9.51150321960449
"2007-03-13",10.2510004043579,10.5030002593994,10.1700000762939,10.3859996795654,46278000,9.5676965713501
"2007-03-14",10.371000289917,10.6199998855591,10.2349996566772,10.5500001907349,35349000,9.71877861022949
"2007-03-15",10.5500001907349,10.6149997711182,10.4530000686646,10.5260000228882,19609000,9.6966667175293
"2007-03-16",10.5340003967285,10.5930004119873,10.4739999771118,10.5270004272461,15751000,9.69758987426758
"2007-03-19",10.5520000457764,10.7569999694824,10.5520000457764,10.6890001296997,23120000,9.84682559967041
"2007-03-20",10.6999998092651,10.7910003662109,10.6400003433228,10.7489995956421,16206000,9.90209484100342
"2007-03-21",10.7259998321533,11.2320003509521,10.6759996414185,11.0699996948242,38077000,10.1978044509888
"2007-03-22",11.1000003814697,11.1000003814697,10.8999996185303,10.9569997787476,13239000,10.0937128067017
"2007-03-23",10.9499998092651,11,10.9020004272461,10.9860000610352,6348000,10.1204223632812
"2007-03-26",10.8699998855591,10.9250001907349,10.7559995651245,10.8479995727539,17044000,9.9932975769043
"2007-03-27",10.8360004425049,10.8360004425049,10.6540002822876,10.7250003814697,14708000,9.87999153137207
"2007-03-28",10.6599998474121,10.7930002212524,10.5799999237061,10.6680002212524,14781000,9.82748126983643
"2007-03-29",10.7399997711182,10.7679996490479,10.5749998092651,10.7189998626709,7855000,9.87445735931396
"2007-03-30",10.7349996566772,10.8000001907349,10.5839996337891,10.6239995956421,7578000,9.7869462966919
"2007-04-02",10.710000038147,10.7819995880127,10.5930004119873,10.6960000991821,17479000,9.85327529907227
"2007-04-03",10.875,10.9399995803833,10.8109998703003,10.8529996871948,15394000,9.99790668487549
"2007-04-04",10.8889999389648,10.8950004577637,10.625,10.7209997177124,19401000,9.88997459411621
"2007-04-05",10.7550001144409,10.8339996337891,10.7399997711182,10.8009996414185,5559000,9.96376991271973
"2007-04-09",10.8400001525879,10.878999710083,10.7200002670288,10.8339996337891,6124000,9.994215965271
"2007-04-10",10.8900003433228,11.1400003433228,10.7770004272461,11.0010004043579,26531000,10.148268699646
"2007-04-11",11.0010004043579,11.0509996414185,10.8999996185303,10.9809999465942,11034000,10.1298227310181
"2007-04-12",10.956000328064,11.0220003128052,10.8850002288818,10.9820003509521,7762000,10.1307439804077
"2007-04-13",10.9949998855591,11.1049995422363,10.8879995346069,10.9399995803833,7612000,10.0919971466064
"2007-04-16",11,11.0179996490479,10.8529996871948,10.9399995803833,12008000,10.0919971466064
"2007-04-17",10.9519996643066,11.0790004730225,10.8920001983643,10.9650001525879,9546000,10.1150646209717
"2007-04-18",10.9659996032715,11.003999710083,10.9069995880127,10.9209995269775,8459000,10.0744695663452
"2007-04-19",10.8830003738403,11.0170001983643,10.8199996948242,10.9329996109009,6797000,10.0855388641357
"2007-04-20",11.0299997329712,11.0880002975464,10.9289999008179,11.0100002288818,11008000,10.1565732955933
"2007-04-23",11,11.0600004196167,10.9499998092651,11.003999710083,13499000,10.1510362625122
"2007-04-24",11,11.0069999694824,10.7639999389648,10.8100004196167,11928000,9.97207736968994
"2007-04-25",10.8249998092651,10.9569997787476,10.7650003433228,10.9340000152588,10207000,10.086462020874
"2007-04-26",10.9479999542236,11.0500001907349,10.8039999008179,10.8559999465942,9821000,10.0145082473755
"2007-04-27",10.8299999237061,11.4659996032715,10.7959995269775,11.4099998474121,43062000,10.5255661010742
"2007-04-30",11.4250001907349,11.7969999313354,11.1470003128052,11.1680002212524,38711000,10.3023262023926
"2007-05-01",11.1199998855591,11.5579996109009,11.1009998321533,11.4849996566772,34290000,10.5947542190552
"2007-05-02",12.5670003890991,13.0150003433228,12.4300003051758,12.6350002288818,160434000,11.6556158065796
"2007-05-03",12.701000213623,13.5150003433228,12.6499996185303,13.4820003509521,84794000,12.4369592666626
"2007-05-04",13.5799999237061,13.5950002670288,13.2040004730225,13.4659996032715,44950000,12.4221963882446
"2007-05-07",13.4300003051758,13.8739995956421,13.289999961853,13.41100025177,44291000,12.3714618682861
"2007-05-08",13.5500001907349,13.7189998626709,13.3500003814697,13.7049999237061,32483000,12.642671585083
"2007-05-09",13.6979999542236,14.2320003509521,13.6330003738403,13.9549999237061,41856000,12.8732957839966
"2007-05-10",14.0459995269775,14.3240003585815,13.8000001907349,13.8819999694824,49973000,12.8059558868408
"2007-05-11",13.9099998474121,14.2270002365112,13.5200004577637,13.8830003738403,59698000,12.8068752288818
"2007-05-14",13.8839998245239,13.9589996337891,13.4589996337891,13.5349998474121,39195000,12.4858474731445
"2007-05-15",13.4630002975464,13.8409996032715,13.3999996185303,13.543999671936,23010000,12.4941501617432
"2007-05-16",13.543999671936,13.6770000457764,13.3529996871948,13.6190004348755,21332000,12.5633392333984
"2007-05-17",13.628999710083,13.8000001907349,13.5200004577637,13.6090002059937,15159000,12.5541114807129
"2007-05-18",13.6529998779297,13.8290004730225,13.4890003204346,13.8050003051758,24626000,12.7349224090576
"2007-05-21",13.7250003814697,14.1269998550415,13.6850004196167,13.951000213623,27556000,12.8696041107178
"2007-05-22",14.0920000076294,14.0959997177124,13.8240003585815,13.8730001449585,16378000,12.7976503372192
"2007-05-23",14.0979995727539,14.3559999465942,13.9379997253418,14.0129995346069,43780000,12.926796913147
"2007-05-24",14.0900001525879,14.1619997024536,13.7580003738403,13.8979997634888,29119000,12.8207120895386
"2007-05-25",13.9429998397827,14.0170001983643,13.826000213623,13.9069995880127,14528000,12.8290157318115
"2007-05-29",14.1949996948242,14.5989999771118,14.1020002365112,14.4060001373291,58825000,13.2893400192261
"2007-05-30",14.3690004348755,14.7659997940063,14.2510004043579,14.7130002975464,46089000,13.5725383758545
"2007-05-31",14.8540000915527,15.331000328064,14.8009996414185,14.9549999237061,54012000,13.7957849502563
"2007-06-01",15.1009998321533,15.2229995727539,14.9659996032715,15.1099996566772,31536000,13.9387636184692
"2007-06-04",15.0019998550415,15.1719999313354,14.9659996032715,15.125,14693000,13.9526042938232
"2007-06-05",15.0950002670288,15.0950002670288,14.66100025177,14.9200000762939,37777000,13.7634897232056
"2007-06-06",14.8400001525879,14.8400001525879,14.581000328064,14.7019996643066,22644000,13.5623893737793
"2007-06-07",14.7019996643066,14.9180002212524,13.8100004196167,13.9409999847412,62604000,12.8603868484497
"2007-06-08",13.9060001373291,14.71399974823,13.5179996490479,14.3579998016357,66562000,13.2450551986694
"2007-06-11",14.4160003662109,14.6319999694824,14.0069999694824,14.1599998474121,47441000,13.0624055862427
"2007-06-12",14.1700000762939,14.6239995956421,14.0699996948242,14.5310001373291,50805000,13.4046449661255
"2007-06-13",14.664999961853,15.1499996185303,14.5609998703003,15.0299997329712,51915000,13.8649644851685
"2007-06-14",15.0100002288818,15.2690000534058,14.8090000152588,15.0290002822876,30468000,13.8640384674072
"2007-06-15",15.2200002670288,15.8240003585815,15.2159996032715,15.7650003433228,47955000,14.5429944992065
"2007-06-18",15.9409999847412,16.4820003509521,15.8229999542236,16.4619998931885,61167000,15.1859703063965
"2007-06-19",16.4249992370605,16.7210006713867,16.1509990692139,16.5270004272461,54075000,15.2459306716919
"2007-06-20",16.6089992523193,16.9400005340576,16.2779998779297,16.3460006713867,59046000,15.078953742981
"2007-06-21",16.2399997711182,16.4909992218018,15.8179998397827,16.4689998626709,57840000,15.1924276351929
"2007-06-22",16.5209999084473,16.8430004119873,16.4209995269775,16.8430004119873,46219000,15.5374393463135
