"Index","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
"2003-12-02",48.0800018310547,48.4500007629395,47.9000015258789,48.1399993896484,4493300,27.988618850708
"2003-12-03",48.2200012207031,48.2700004577637,47.6500015258789,47.7000007629395,5457500,27.732795715332
"2003-12-04",47.7000007629395,48.3300018310547,47.6100006103516,48.1500015258789,3534200,27.9944324493408
"2003-12-05",48.1599998474121,48.5,48.1500015258789,48.5,3968700,28.1979198455811
"2003-12-08",48.5999984741211,48.7400016784668,48.0800018310547,48.2599983215332,5731700,28.0583801269531
"2003-12-09",47.9500007629395,47.9900016784668,47.3400001525879,47.4000015258789,5686300,27.558385848999
"2003-12-10",47.25,47.3499984741211,46.75,46.9000015258789,4684200,27.3600292205811
"2003-12-11",46.9900016784668,47.1699981689453,46.6199989318848,46.8800010681152,4222900,27.3483657836914
"2003-12-12",46.8499984741211,47.0999984741211,46.5999984741211,46.8800010681152,3713700,27.3483657836914
"2003-12-15",47.0999984741211,47.5800018310547,46.939998626709,47.3699989318848,4347800,27.6342124938965
"2003-12-16",47.3600006103516,47.6800003051758,47.1800003051758,47.4000015258789,4703900,27.651725769043
"2003-12-17",47.2000007629395,47.439998626709,47.0200004577637,47.1500015258789,4057700,27.5058765411377
"2003-12-18",47.3699989318848,47.3899993896484,46.7700004577637,47.1399993896484,4090200,27.5000438690186
"2003-12-19",47.1500015258789,47.3400001525879,46.9199981689453,47.1699981689453,5093100,27.5175380706787
"2003-12-22",46.9700012207031,47.2400016784668,46.6699981689453,46.9900016784668,4012700,27.4125537872314
"2003-12-23",46.6500015258789,47.0499992370605,46.310001373291,46.4799995422363,5374200,27.1150207519531
"2003-12-24",46.2700004577637,46.4500007629395,46.1100006103516,46.189998626709,2039300,26.9458541870117
"2003-12-26",46.3499984741211,46.5400009155273,46.2999992370605,46.4700012207031,969300,27.1091899871826
"2003-12-29",46.4700012207031,46.7999992370605,46.2000007629395,46.7599983215332,4438300,27.2783603668213
"2003-12-30",46.4199981689453,46.7000007629395,46.2999992370605,46.6199989318848,3651700,27.1966915130615
"2003-12-31",46.6199989318848,46.9599990844727,46.4799995422363,46.6199989318848,3761900,27.1966915130615
"2004-01-02",46.939998626709,47.2000007629395,46.25,46.4599990844727,3820700,27.1033382415771
"2004-01-05",46.8800010681152,47.3600006103516,46.7599983215332,47.25,5259200,27.5642204284668
"2004-01-06",47.3499984741211,48.0099983215332,47.2999992370605,47.5499992370605,6303300,27.7392311096191
"2004-01-07",47.5,47.5499992370605,46.689998626709,46.939998626709,7057900,27.3833637237549
"2004-01-08",46.7000007629395,46.939998626709,45.7799987792969,46.0099983215332,8175200,26.8408279418945
"2004-01-09",45.7599983215332,46.2299995422363,45.4000015258789,45.7700004577637,7580400,26.7008247375488
"2004-01-12",46.0499992370605,46.1800003051758,45.75,45.8300018310547,4150200,26.7358341217041
"2004-01-13",45.7799987792969,45.9500007629395,45.3600006103516,45.6399993896484,4667100,26.6249904632568
"2004-01-14",45.6100006103516,45.7900009155273,45.5,45.7400016784668,3145000,26.6833229064941
"2004-01-15",45.9500007629395,45.9900016784668,45.4300003051758,45.5,4323700,26.5433101654053
"2004-01-16",45.5099983215332,45.6800003051758,45.2999992370605,45.3899993896484,4807100,26.4791469573975
"2004-01-20",45.5,46.1800003051758,45.5,46.0499992370605,5802300,26.8641624450684
"2004-01-21",46,46.2400016784668,45.7999992370605,46.189998626709,4534600,26.9458541870117
"2004-01-22",46.25,46.6199989318848,46.1100006103516,46.5400009155273,4786000,27.1500282287598
"2004-01-23",46.5,46.7200012207031,46.0999984741211,46.5499992370605,5999600,27.1558589935303
"2004-01-26",46.1300010681152,46.9000015258789,46.1300010681152,46.7900009155273,4632500,27.2958736419678
"2004-01-27",47.0299987792969,47.0299987792969,46.4099998474121,46.4500007629395,5156700,27.0975074768066
"2004-01-28",47.4000015258789,47.4000015258789,46.1300010681152,46.25,3729500,26.9808540344238
"2004-01-29",46.6399993896484,47.1399993896484,46.3699989318848,47.0200004577637,5383900,27.4300365447998
"2004-01-30",46.9500007629395,47.4000015258789,46.7999992370605,47.2599983215332,6227000,27.5700435638428
"2004-02-02",47.5,48.1699981689453,47.0699996948242,47.939998626709,6653600,27.9667339324951
"2004-02-03",48.1300010681152,48.2000007629395,47.6500015258789,47.6500015258789,4125500,27.7975635528564
"2004-02-04",47.3499984741211,48.1699981689453,47.3499984741211,47.5999984741211,4308700,27.7684078216553
"2004-02-05",48.4500007629395,48.6500015258789,47.2700004577637,48.5499992370605,9560400,28.3225975036621
"2004-02-06",49,50.5800018310547,48.9000015258789,50.2099990844727,11958200,29.2909812927246
"2004-02-09",50,50.2099990844727,49.7200012207031,49.939998626709,6028000,29.1334762573242
"2004-02-10",50.2200012207031,51.25,50.1300010681152,50.7900009155273,6834000,29.6293468475342
"2004-02-11",50.5,51.2000007629395,50.4000015258789,51.0999984741211,5512900,29.8101902008057
"2004-02-12",50.75,50.9799995422363,50.6500015258789,50.9199981689453,3112100,29.705192565918
"2004-02-13",50.6500015258789,50.7299995422363,50.0400009155273,50.5200004577637,4879400,29.471830368042
"2004-02-17",50.5800018310547,51.1100006103516,50.439998626709,51,4044700,29.7518577575684
"2004-02-18",50.7999992370605,51.4900016784668,50.7599983215332,51.2700004577637,4900300,29.9093570709229
"2004-02-19",51.5499992370605,51.8300018310547,51.1500015258789,51.3300018310547,4083000,29.944372177124
"2004-02-20",51.5,51.8199996948242,51.4000015258789,51.75,4818700,30.1893825531006
"2004-02-23",51.5499992370605,52.1100006103516,51.4799995422363,52.0900001525879,6017300,30.387716293335
"2004-02-24",51.9000015258789,52.4199981689453,51.7099990844727,52.0999984741211,6634700,30.3935623168945
"2004-02-25",51.810001373291,52.2099990844727,51.7900009155273,52.0999984741211,3926500,30.3935623168945
"2004-02-26",51.8499984741211,51.9799995422363,51.689998626709,51.7400016784668,3928900,30.1835403442383
"2004-02-27",51.8800010681152,52.1399993896484,51.4300003051758,51.9000015258789,4176900,30.2768840789795
"2004-03-01",51.9099998474121,52.3300018310547,51.810001373291,52.1599998474121,2918600,30.4285678863525
"2004-03-02",51.8499984741211,52.5,51.8499984741211,52.2999992370605,4276500,30.5102310180664
"2004-03-03",52.2999992370605,52.4799995422363,51.9500007629395,52.4300003051758,3180200,30.5860576629639
"2004-03-04",52.2000007629395,52.3499984741211,52.1199989318848,52.2900009155273,2504500,30.5044097900391
"2004-03-05",52.2999992370605,52.439998626709,51.939998626709,52.2200012207031,5184600,30.4635677337646
"2004-03-08",52.1100006103516,52.4500007629395,52.0099983215332,52.2799987792969,2729000,30.4985790252686
"2004-03-09",52.0499992370605,52.8400001525879,52.0099983215332,52.75,4083500,30.7727642059326
"2004-03-10",52.5900001525879,53,52.0400009155273,52.2400016784668,5141600,30.567943572998
"2004-03-11",52.0999984741211,52.4900016784668,51.5900001525879,51.7000007629395,5393400,30.2519836425781
"2004-03-12",51.4000015258789,51.5699996948242,50.5400009155273,51.5499992370605,4719300,30.1642036437988
"2004-03-15",51.3499984741211,51.7700004577637,51.2299995422363,51.3499984741211,4683300,30.0471668243408
"2004-03-16",51.25,51.5,50.6199989318848,51.2000007629395,4000200,29.9594039916992
"2004-03-17",51.2900009155273,51.5999984741211,51.0999984741211,51.4199981689453,3407900,30.0881061553955
"2004-03-18",51.4199981689453,51.7299995422363,51.0900001525879,51.4199981689453,3309400,30.0881061553955
"2004-03-19",51.0999984741211,51.2799987792969,50.8800010681152,50.9300003051758,3513000,29.8014049530029
"2004-03-22",50.5200004577637,50.9500007629395,50.2799987792969,50.7900009155273,4109300,29.7194900512695
"2004-03-23",51,51.1599998474121,50.7599983215332,50.9599990844727,5507800,29.8189697265625
"2004-03-24",50.9799995422363,51.25,50.560001373291,50.7900009155273,3520500,29.7194900512695
"2004-03-25",51,51.2999992370605,50.6100006103516,51.2200012207031,3488500,29.9711093902588
"2004-03-26",51,51.25,50.939998626709,51.060001373291,2929400,29.8774948120117
"2004-03-29",51.75,52.2099990844727,51.5400009155273,52.2099990844727,4269900,30.5503807067871
"2004-03-30",53.1800003051758,54,53.1399993896484,53.2799987792969,9084200,31.1764907836914
"2004-03-31",53.25,53.9900016784668,53.0499992370605,53.8499984741211,4994900,31.5100173950195
"2004-04-01",53.7099990844727,54.3699989318848,53.689998626709,54.1500015258789,4338500,31.6855621337891
"2004-04-02",54.25,54.5,53.810001373291,53.8499984741211,5167300,31.5100173950195
"2004-04-05",53.810001373291,54.4799995422363,53.6199989318848,54.4799995422363,4730500,31.878662109375
"2004-04-06",54.2999992370605,54.8199996948242,54.2000007629395,54.7099990844727,4687100,32.0132484436035
"2004-04-07",54.7599983215332,54.9700012207031,54.6500015258789,54.8400001525879,4253300,32.0893287658691
"2004-04-08",54.9799995422363,55,54.3899993896484,54.7400016784668,4320400,32.0308113098145
"2004-04-12",54.7000007629395,55.1100006103516,54.6699981689453,55.0099983215332,5431200,32.1887741088867
"2004-04-13",54.9799995422363,55.2000007629395,54.560001373291,54.75,4772600,32.0366592407227
"2004-04-14",54.2999992370605,54.9099998474121,54.2900009155273,54.9099998474121,4624900,32.1302833557129
"2004-04-15",54.9099998474121,55.4799995422363,54.5,54.810001373291,5137700,32.0717620849609
"2004-04-16",55.0999984741211,55.25,54.6599998474121,54.7900009155273,5275600,32.0600547790527
"2004-04-19",54.7000007629395,55.2400016784668,54.6199989318848,55.0699996948242,4176600,32.2238960266113
"2004-04-20",54.9500007629395,55.060001373291,54.2000007629395,54.2099990844727,4543500,31.7206745147705
"2004-04-21",54,54.8899993896484,53.8499984741211,54.6699981689453,4163300,31.9898529052734
"2004-04-22",54.2999992370605,55,54.2900009155273,54.8899993896484,3810000,32.1185722351074
"2004-04-23",54.9000015258789,55.2400016784668,54.6500015258789,54.9500007629395,3699000,32.1537132263184
"2004-04-26",55,55.0999984741211,54.5900001525879,54.689998626709,3030200,32.0015411376953
"2004-04-27",54.7400016784668,55.2400016784668,54.5099983215332,54.6399993896484,3717000,31.9722957611084
"2004-04-28",54.5999984741211,54.5999984741211,53.8899993896484,53.8899993896484,3746900,31.5334415435791
"2004-04-29",53.6500015258789,54.6800003051758,53.5999984741211,54.1100006103516,3948200,31.6621685028076
"2004-04-30",54.4000015258789,55.1399993896484,54.2200012207031,54.4900016784668,4076700,31.88454246521
"2004-05-03",54.75,54.939998626709,54.4199981689453,54.8699989318848,3662400,32.1068916320801
"2004-05-04",54.7999992370605,54.8699989318848,54.1199989318848,54.3899993896484,4087800,31.8260135650635
"2004-05-05",54.2999992370605,54.8600006103516,54.2599983215332,54.5200004577637,3077500,31.9020843505859
"2004-05-06",54.5,54.9900016784668,54.5,54.8499984741211,2629000,32.0951690673828
"2004-05-07",54.5499992370605,55.0299987792969,54.2900009155273,54.3600006103516,3804300,31.8084411621094
"2004-05-10",54.2999992370605,54.75,53.3699989318848,53.7999992370605,4195400,31.4807777404785
"2004-05-11",53.4500007629395,54,52.939998626709,53.7799987792969,3632500,31.4690589904785
"2004-05-12",53.5499992370605,53.7099990844727,52.810001373291,53.6399993896484,3482500,31.3871536254883
"2004-05-13",53.2000007629395,53.5,52.6300010681152,53.1500015258789,3956200,31.1004276275635
"2004-05-14",53.0999984741211,53.9000015258789,53,53.75,3286400,31.4515132904053
"2004-05-17",53.2200012207031,53.7900009155273,52.9000015258789,53.5200004577637,3628200,31.3169345855713
"2004-05-18",53.439998626709,53.7700004577637,53.2000007629395,53.25,3061200,31.1589546203613
"2004-05-19",53.25,53.3300018310547,52.8300018310547,52.9000015258789,3594700,30.9541454315186
"2004-05-20",52.6500015258789,53.9700012207031,52.6500015258789,53.7999992370605,3876300,31.4807777404785
"2004-05-21",54,54.0800018310547,53.2200012207031,53.4599990844727,3427400,31.2818260192871
"2004-05-24",53.75,53.9799995422363,53.1599998474121,53.4199981689453,2869800,31.2584247589111
"2004-05-25",53.2200012207031,54,53,53.8199996948242,3413600,31.4924755096436
"2004-05-26",53.8699989318848,53.9500007629395,52.7400016784668,53.2999992370605,4963000,31.1881942749023
"2004-05-27",53.4700012207031,53.75,53,53.5299987792969,4076300,31.3227767944336
"2004-05-28",53.5499992370605,53.7000007629395,53.2900009155273,53.3699989318848,3016900,31.2291507720947
"2004-06-01",53.0499992370605,53.4900016784668,52.9500007629395,53.4599990844727,3321600,31.2818260192871
"2004-06-02",53.3800010681152,54.439998626709,53.2999992370605,54.2599983215332,3940000,31.7499389648438
"2004-06-03",54.0499992370605,54.5,53.9700012207031,53.9700012207031,6536800,31.5802402496338
"2004-06-04",53.9700012207031,54.6800003051758,53.8899993896484,54.3400001525879,3013500,31.7967395782471
"2004-06-07",54.3499984741211,54.7000007629395,54.3199996948242,54.6699981689453,2915300,31.9898529052734
"2004-06-08",54.5,54.9799995422363,54.4700012207031,54.9500007629395,3505100,32.1537132263184
"2004-06-09",54.7200012207031,54.8600006103516,54.439998626709,54.5999984741211,3665500,32.0831756591797
"2004-06-10",54.5800018310547,55.0200004577637,54.5,54.9500007629395,3043000,32.2888565063477
"2004-06-14",54.7000007629395,54.9599990844727,54.5,54.6599998474121,2537100,32.1184349060059
"2004-06-15",54.8800010681152,55.2000007629395,54.6599998474121,55.1800003051758,3933100,32.4239845275879
"2004-06-16",55.25,55.3400001525879,54.939998626709,55.2200012207031,2114600,32.4475021362305
"2004-06-17",54.9000015258789,55.1699981689453,54.8699989318848,54.939998626709,2099000,32.282958984375
"2004-06-18",54.8199996948242,55.2000007629395,54.7599983215332,55,3058300,32.3182144165039
"2004-06-21",54.939998626709,55.2200012207031,54.7999992370605,54.9000015258789,1678500,32.2594566345215
"2004-06-22",54.6199989318848,55.7099990844727,54.6100006103516,55.5499992370605,3115600,32.6414031982422
"2004-06-23",55.4500007629395,55.5900001525879,55.060001373291,55.4900016784668,2873400,32.6061477661133
"2004-06-24",55.2700004577637,55.3499984741211,55.0200004577637,55.1300010681152,2405100,32.394603729248
"2004-06-25",55,55.3499984741211,54,54,4891900,31.7306079864502
"2004-06-28",54.0099983215332,54.4900016784668,53.9099998474121,54.1699981689453,4406300,31.8305034637451
"2004-06-29",54.0699996948242,54.2000007629395,53.4700012207031,53.7000007629395,4261600,31.5543460845947
"2004-06-30",53.8499984741211,53.9799995422363,53.4099998474121,53.8800010681152,3750100,31.6601066589355
"2004-07-01",53.9700012207031,54.3400001525879,53.4000015258789,53.5499992370605,3998400,31.4661960601807
"2004-07-02",53.3499984741211,53.6500015258789,52.9000015258789,53.2400016784668,2703400,31.2840385437012
"2004-07-06",52.9500007629395,53.7999992370605,52.8800010681152,53.5,4661600,31.4368133544922
"2004-07-07",53.2200012207031,53.5699996948242,53.1300010681152,53.3600006103516,3708300,31.3545513153076
"2004-07-08",53.1500015258789,53.75,53.1199989318848,53.1800003051758,3617700,31.2487716674805
"2004-07-09",53.2000007629395,53.2299995422363,52.7200012207031,53.0499992370605,3288700,31.1723899841309
"2004-07-12",52.9500007629395,53.2099990844727,52.5299987792969,53.0699996948242,3569200,31.1841430664062
"2004-07-13",52.9199981689453,53.2000007629395,52.7000007629395,53.1800003051758,2350500,31.2487716674805
"2004-07-14",53.1800003051758,53.8699989318848,53.0800018310547,53.4099998474121,3337900,31.3839244842529
"2004-07-15",52.7599983215332,53.1399993896484,51.689998626709,51.9199981689453,7261000,30.5083847045898
"2004-07-16",52.2999992370605,52.3800010681152,51.7900009155273,52.2999992370605,4977000,30.7316818237305
"2004-07-19",52.2999992370605,52.3499984741211,52.0200004577637,52.1399993896484,2864600,30.637659072876
"2004-07-20",51.8199996948242,51.9500007629395,51.5,51.6599998474121,3597200,30.3556251525879
"2004-07-21",51.5099983215332,51.7599983215332,51.0499992370605,51.1199989318848,4253200,30.0383148193359
"2004-07-22",50.9500007629395,50.9900016784668,50.3699989318848,50.5299987792969,4009400,29.6916179656982
"2004-07-23",50.2999992370605,51.1399993896484,49.3699989318848,50.8699989318848,7273700,29.8914089202881
"2004-07-26",50.8699989318848,51.6599998474121,50.8699989318848,51.5499992370605,5008400,30.2909889221191
"2004-07-27",51.5999984741211,51.7200012207031,50.8499984741211,51,4347900,29.9678115844727
"2004-07-28",50.9900016784668,51.3600006103516,50.4000015258789,51.189998626709,3461600,30.0794467926025
"2004-07-29",51.189998626709,51.189998626709,49.8499984741211,49.9000015258789,4948800,29.3214435577393
"2004-07-30",49.9500007629395,50.0499992370605,49.5,50,4124800,29.3802032470703
"2004-08-02",49.7700004577637,51.1699981689453,49.7700004577637,51.0800018310547,4834000,30.0148048400879
"2004-08-03",51,51.4000015258789,51,51.2000007629395,3400900,30.0853328704834
"2004-08-04",50.8499984741211,52.25,50.7900009155273,51.9599990844727,4747400,30.5318908691406
"2004-08-05",51.9000015258789,51.939998626709,51.3400001525879,51.5099983215332,3560900,30.2674713134766
"2004-08-06",51.5,51.6800003051758,50.810001373291,50.8499984741211,5290800,29.8796634674072
"2004-08-09",50.7000007629395,51,50.560001373291,50.7999992370605,2834100,29.8502826690674
"2004-08-10",50.7700004577637,51.0999984741211,50.4000015258789,51.0900001525879,2937400,30.0206756591797
"2004-08-11",51.0499992370605,51.7999992370605,50.9300003051758,51.7700004577637,3978400,30.4202613830566
"2004-08-12",51.4000015258789,51.6500015258789,50.7999992370605,51.1300010681152,3447400,30.0441932678223
"2004-08-13",50.9599990844727,51.1199989318848,50.5699996948242,50.8899993896484,2632600,29.9031639099121
"2004-08-16",50.9000015258789,50.9000015258789,50.0099983215332,50.8800010681152,3745400,29.8972797393799
"2004-08-17",50.7200012207031,50.8400001525879,50,50.3199996948242,3868800,29.568229675293
"2004-08-18",50.2799987792969,50.4199981689453,49.9500007629395,50.2700004577637,3864500,29.5388488769531
"2004-08-19",50.060001373291,50.2999992370605,50,50.1800003051758,3069100,29.4859676361084
"2004-08-20",50.25,50.4000015258789,49.7200012207031,49.9900016784668,4345000,29.374324798584
"2004-08-23",49.9500007629395,50.1199989318848,49.7700004577637,49.8800010681152,3096700,29.3096981048584
"2004-08-24",49.8800010681152,50.0299987792969,49.1199989318848,49.3699989318848,4428400,29.0099983215332
"2004-08-25",49.3699989318848,49.3800010681152,48.4099998474121,49,6299300,28.7925987243652
"2004-08-26",49.2099990844727,49.7700004577637,49.1599998474121,49.4099998474121,4359900,29.0335025787354
"2004-08-27",49.4700012207031,49.5299987792969,49.189998626709,49.2700004577637,3202100,28.9512500762939
"2004-08-30",49.2000007629395,49.7099990844727,49.1500015258789,49.3699989318848,2585400,29.0099983215332
"2004-08-31",49.3499984741211,50.0200004577637,49.3499984741211,50,3724800,29.3802032470703
"2004-09-01",50.060001373291,50.1300010681152,49.4199981689453,49.7400016784668,2952300,29.2274284362793
"2004-09-02",50.5,50.7200012207031,50.2999992370605,50.6199989318848,3695100,29.7445201873779
"2004-09-03",50.75,51.0800018310547,50.5499992370605,50.8400001525879,2350600,29.8737888336182
"2004-09-07",50.5999984741211,51.2000007629395,50.5999984741211,51.0499992370605,2893400,29.9971828460693
"2004-09-08",50.7900009155273,50.7900009155273,49.6500015258789,49.7000007629395,6779700,29.3360900878906
"2004-09-09",50.2000007629395,50.6300010681152,50.1500015258789,50.2999992370605,3813300,29.6902542114258
"2004-09-10",50.1500015258789,50.4199981689453,49.9199981689453,50.3300018310547,3164900,29.7079486846924
"2004-09-13",50.3300018310547,50.7000007629395,50.2299995422363,50.6800003051758,2840000,29.9145488739014
"2004-09-14",50.6800003051758,51.0699996948242,50.4000015258789,50.5299987792969,3729400,29.8260059356689
"2004-09-15",49.9000015258789,49.9500007629395,49.2400016784668,49.5,7981100,29.21803855896
"2004-09-16",49.5499992370605,49.5800018310547,48.7999992370605,48.9700012207031,5434900,28.9051895141602
"2004-09-17",49.1800003051758,49.8499984741211,49.060001373291,49.7000007629395,5517700,29.3360900878906
"2004-09-20",49.7000007629395,49.7999992370605,49.1500015258789,49.1599998474121,3865400,29.0173377990723
"2004-09-21",49.1599998474121,49.2099990844727,48.8300018310547,48.939998626709,4475600,28.8875007629395
"2004-09-22",48.689998626709,49.060001373291,48.5200004577637,48.689998626709,4163300,28.7399196624756
"2004-09-23",48.5999984741211,48.8499984741211,48.3300018310547,48.5200004577637,3510500,28.6395797729492
"2004-09-24",48.4500007629395,48.6599998474121,48.1399993896484,48.3199996948242,4296100,28.5215167999268
"2004-09-27",47.3699989318848,48.3699989318848,47.3699989318848,48.0299987792969,3937000,28.3503398895264
"2004-09-28",48.5,48.5999984741211,48.0999984741211,48.0999984741211,4903800,28.3916664123535
"2004-09-29",48.0999984741211,48.1399993896484,47.5200004577637,48.0999984741211,5955600,28.3916664123535
"2004-09-30",49.1500015258789,49.5999984741211,48.5400009155273,48.6500015258789,10734700,28.7163105010986
"2004-10-01",49.4000015258789,50.1599998474121,49.1599998474121,50.0800018310547,6746900,29.5603923797607
"2004-10-04",50.4500007629395,50.6699981689453,49.5800018310547,49.7400016784668,5176400,29.3597030639648
"2004-10-05",50.1500015258789,50.3899993896484,49.2999992370605,49.3499984741211,6023500,29.129487991333
"2004-10-06",49.5,49.6300010681152,49.1500015258789,49.2999992370605,5409100,29.099983215332
"2004-10-07",48.9099998474121,49.3300018310547,48.8199996948242,49.0099983215332,3374800,28.9288120269775
"2004-10-08",48.9799995422363,49.2299995422363,48.7099990844727,48.7999992370605,2805100,28.804859161377
"2004-10-11",48.75,48.9799995422363,48.5099983215332,48.7299995422363,1562600,28.7635364532471
"2004-10-12",48.6500015258789,48.7599983215332,48.2799987792969,48.2900009155273,3376300,28.5038261413574
"2004-10-13",48.3699989318848,48.5099983215332,47.6500015258789,48.0499992370605,3804000,28.362154006958
"2004-10-14",47.8300018310547,48.2900009155273,47.810001373291,47.8499984741211,2584200,28.2440891265869
"2004-10-15",48.1399993896484,48.4700012207031,48,48.2999992370605,4035200,28.5097255706787
"2004-10-18",49.6199989318848,49.8899993896484,48.75,48.9900016784668,3975200,28.9169940948486
"2004-10-19",49.1500015258789,49.5800018310547,49.060001373291,49.2000007629395,4673800,29.0409526824951
"2004-10-20",49.2099990844727,49.4000015258789,48.5499992370605,48.8300018310547,3450200,28.8225479125977
"2004-10-21",48.6699981689453,49.0900001525879,48.3499984741211,48.8600006103516,3409200,28.8402614593506
"2004-10-22",49,49.2299995422363,48.439998626709,48.4799995422363,2378500,28.6159687042236
"2004-10-25",48.2000007629395,48.3800010681152,48,48.2299995422363,2998100,28.4684066772461
"2004-10-26",48.2200012207031,48.4799995422363,47.9099998474121,48.4500007629395,4663900,28.5982646942139
"2004-10-27",48.4000015258789,49.7099990844727,48.1500015258789,49.6500015258789,4672500,29.306568145752
"2004-10-28",49.3899993896484,49.9500007629395,49.3300018310547,49.5400009155273,3716400,29.2416400909424
"2004-10-29",49.3199996948242,49.8199996948242,49.2900009155273,49.5800018310547,3973900,29.2652568817139
"2004-11-01",49.5,49.8899993896484,49.0699996948242,49.2999992370605,2846500,29.099983215332
"2004-11-02",48.4099998474121,50.2599983215332,48.4099998474121,49.6399993896484,3439800,29.300666809082
"2004-11-03",50,50.560001373291,49.9000015258789,50.1399993896484,3374300,29.5958023071289
"2004-11-04",50.2000007629395,51.25,49.8600006103516,51.2099990844727,4903100,30.2273826599121
"2004-11-05",51.25,51.6599998474121,51.0999984741211,51.2000007629395,4148300,30.2214870452881
"2004-11-08",51,51.2299995422363,50.6399993896484,50.8699989318848,3447100,30.0266895294189
"2004-11-09",50.9000015258789,51.1399993896484,50.7200012207031,51.0200004577637,2944900,30.1152420043945
"2004-11-10",51.0200004577637,51.6300010681152,50.7900009155273,51.3199996948242,3810900,30.2923221588135
"2004-11-11",50.9000015258789,51.6599998474121,50.8499984741211,51.5400009155273,4714100,30.422176361084
"2004-11-12",51.5900001525879,52.4900016784668,51.2700004577637,52.2200012207031,3929000,30.8235607147217
"2004-11-15",51.7799987792969,52.2799987792969,51.7200012207031,51.9300003051758,3277500,30.6523723602295
"2004-11-16",51.7200012207031,51.9799995422363,51,51.25,4346200,30.2509765625
"2004-11-17",51.7000007629395,51.8400001525879,50.689998626709,51.2900009155273,3759000,30.274600982666
"2004-11-18",51.5999984741211,51.5999984741211,51.1399993896484,51.2299995422363,3162300,30.2391910552979
"2004-11-19",51.4500007629395,51.5800018310547,50.7900009155273,50.8499984741211,3148900,30.0148849487305
"2004-11-22",51.0499992370605,51.4799995422363,50.9700012207031,51.2200012207031,3155000,30.2332820892334
"2004-11-23",51.0999984741211,51.4500007629395,50.7799987792969,51.3600006103516,3782600,30.3159198760986
"2004-11-24",51.4199981689453,51.5999984741211,51.1500015258789,51.25,2444900,30.2509765625
"2004-11-26",51.2599983215332,51.5499992370605,51.0800018310547,51.2700004577637,772100,30.2628021240234
"2004-11-29",51.1199989318848,51.2400016784668,50.1100006103516,50.4500007629395,4362500,29.778787612915
"2004-11-30",50.0299987792969,50.1300010681152,49.8199996948242,49.9099998474121,5908400,29.4600524902344
"2004-12-01",50.0099983215332,50.8600006103516,50,50.8199996948242,3118600,29.9971790313721
"2004-12-02",50.5999984741211,51.75,50.5800018310547,51.4500007629395,3323800,30.3690509796143
"2004-12-03",51.6300010681152,51.9799995422363,50.9599990844727,51.0900001525879,3216300,30.1565551757812
"2004-12-06",50.8499984741211,50.9700012207031,50.5,50.7700004577637,2435500,29.9676742553711
"2004-12-07",50.6599998474121,51.1500015258789,50.3600006103516,50.4900016784668,3098500,29.8023948669434
"2004-12-08",50.75,51.3499984741211,50.5099983215332,51.0900001525879,4365200,30.2945556640625
"2004-12-09",50.8499984741211,51.7400016784668,50.8499984741211,51.5900001525879,3649300,30.5910339355469
